state,year,Trump,Clinton,Other,Undecided,poll_slug,survey_house,start_date,end_date,question_text,sample_subpopulation,observations,margin_of_error,mode,partisanship,partisan_affiliation,Johnson,McMullin
kansas,2016,47,36,8,9,surveyusa-ksn-news-24917,SurveyUSA/KSN News,2016-07-08,2016-07-11,"If the election for President of the United States were today, and you were filling out your ballot right now, who would you vote for?",Likely Voters,559,4.2,IVR/Live Phone,Nonpartisan,None,NA,NA
kansas,2016,36,43,NA,21,zogby-kansas-health-foundation-24669,Zogby/Kansas Health Foundation,2016-06-04,2016-06-06,NA,Registered Voters,433,4.7,IVR/Live Phone,Nonpartisan,None,NA,NA
kansas,2016,46,36,NA,18,fort-hays-state-university-23980,Fort Hays State University,2016-02-19,2016-02-26,NA,Adults,440,5,Live Phone,Nonpartisan,None,NA,NA
kentucky,2016,54,35,10,2,surveymonkey-26807,SurveyMonkey,2016-11-01,2016-11-07,NA,Likely Voters,1315,NA,Internet,Nonpartisan,None,NA,NA
kentucky,2016,60,36,5,NA,upi-cvoter-26793,UPI/CVOTER,2016-10-30,2016-11-06,NA,Likely Voters,328,NA,Internet,Nonpartisan,None,NA,NA
kentucky,2016,58,38,NA,4,ipsos-reuters-26806,Ipsos/Reuters,2016-10-17,2016-11-06,NA,Likely Voters,651,NA,Internet,Nonpartisan,None,NA,NA
kentucky,2016,58,31,10,1,surveymonkey-26596,SurveyMonkey,2016-10-25,2016-10-31,NA,Likely Voters,424,NA,Internet,Nonpartisan,None,NA,NA
kentucky,2016,59,37,4,NA,upi-cvoter-26592,UPI/CVOTER,2016-10-23,2016-10-29,NA,Likely Voters,324,NA,Internet,Nonpartisan,None,NA,NA
kentucky,2016,56,32,7,5,cygnal-runswitch-pr--26594,Cygnal (RunSwitch PR),2016-10-26,2016-10-28,"If you were voting today in the presidential election, would you vote for Democrat Hillary Clinton, Republican Donald Trump, or a third-party candidate?",Likely Voters,811,3.44,Live Phone,Sponsor,Rep,NA,NA
kentucky,2016,60,29,9,1,surveymonkey-26441,SurveyMonkey,2016-10-18,2016-10-24,NA,Likely Voters,366,NA,Internet,Nonpartisan,None,NA,NA
kentucky,2016,58,38,4,NA,upi-cvoter-26304,UPI/CVOTER,2016-10-09,2016-10-16,NA,Likely Voters,324,NA,Internet,Nonpartisan,None,NA,NA
kentucky,2016,53,39,NA,8,ipsos-reuters-26344,Ipsos/Reuters,2016-09-23,2016-10-13,NA,Likely Voters,576,NA,Internet,Nonpartisan,None,NA,NA
kentucky,2016,59,37,4,NA,upi-cvoter-25914,UPI/CVOTER,2016-09-19,2016-10-02,NA,Likely Voters,537,NA,Internet,Nonpartisan,None,NA,NA
kentucky,2016,54,37,NA,9,ipsos-reuters-25699,Ipsos/Reuters,2016-09-02,2016-09-22,NA,Likely Voters,522,NA,Internet,Nonpartisan,None,NA,NA
kentucky,2016,57,34,NA,9,washpost-surveymonkey-25368,WashPost/SurveyMonkey,2016-08-09,2016-09-01,NA,Registered Voters,732,NA,Internet,Nonpartisan,None,NA,NA
kentucky,2016,42,45,NA,13,ppp-d--22299,PPP (D),2015-06-18,2015-06-21,NA,Likely Voters,1108,2.9,IVR/Online,Pollster,Dem,NA,NA
louisiana,2016,52,38,6,4,surveymonkey-26807,SurveyMonkey,2016-11-01,2016-11-07,NA,Likely Voters,982,NA,Internet,Nonpartisan,None,NA,NA
louisiana,2016,55,40,5,NA,upi-cvoter-26793,UPI/CVOTER,2016-10-30,2016-11-06,NA,Likely Voters,329,NA,Internet,Nonpartisan,None,NA,NA
louisiana,2016,52,36,NA,12,ipsos-reuters-26806,Ipsos/Reuters,2016-10-17,2016-11-06,NA,Likely Voters,633,NA,Internet,Nonpartisan,None,NA,NA
louisiana,2016,51,38,7,4,surveymonkey-26596,SurveyMonkey,2016-10-25,2016-10-31,NA,Likely Voters,423,NA,Internet,Nonpartisan,None,NA,NA
louisiana,2016,56,40,4,NA,upi-cvoter-26592,UPI/CVOTER,2016-10-23,2016-10-29,NA,Likely Voters,316,NA,Internet,Nonpartisan,None,NA,NA
louisiana,2016,53,38,7,1,surveymonkey-26441,SurveyMonkey,2016-10-18,2016-10-24,NA,Likely Voters,388,NA,Internet,Nonpartisan,None,NA,NA
louisiana,2016,50,35,7,8,southern-media-opinion-research-26486,Southern Media/Opinion Research,2016-10-19,2016-10-21,NA,Likely Voters,500,4.4,Live Phone,Nonpartisan,None,NA,NA
louisiana,2016,43,40,10,7,lucid-the-times-picayune-26616,Lucid/The Times-Picayune,2016-10-15,2016-10-21,NA,Likely Voters,614,NA,Internet,Nonpartisan,None,NA,NA
louisiana,2016,49,35,10,6,university-of-new-orleans--26522,University of New Orleans,2016-10-15,2016-10-21,NA,Likely Voters,603,4,Live Phone,Nonpartisan,None,NA,NA
louisiana,2016,54,34,3,9,mason-dixon-fox-8-raycom-26371,Mason-Dixon/FOX 8/Raycom,2016-10-17,2016-10-19,NA,Likely Voters,625,4,Live Phone,Nonpartisan,None,NA,NA
louisiana,2016,55,41,5,NA,upi-cvoter-26305,UPI/CVOTER,2016-10-09,2016-10-16,NA,Likely Voters,314,NA,Internet,Nonpartisan,None,NA,NA
louisiana,2016,45,38,5,12,jmc-analytics-r-fleming--26208,JMC Analytics (R-Fleming),2016-10-11,2016-10-15,"If the race for President were held today between Donald Trump and Hillary Clinton, which candidate would you support?",Likely Voters,800,3.5,IVR/Live Phone,Sponsor,Rep,NA,NA
louisiana,2016,49,36,NA,15,ipsos-reuters-26344,Ipsos/Reuters,2016-09-23,2016-10-13,NA,Likely Voters,644,NA,Internet,Nonpartisan,None,NA,NA
louisiana,2016,57,39,4,NA,upi-cvoter-25915,UPI/CVOTER,2016-09-19,2016-10-02,NA,Likely Voters,531,NA,Internet,Nonpartisan,None,NA,NA
louisiana,2016,45,35,8,13,jmc-analytics-r--25682,JMC Analytics (R),2016-09-22,2016-09-24,NA,Likely Voters,905,3.3,IVR/Live Phone,Pollster,Rep,NA,NA
louisiana,2016,52,36,NA,12,ipsos-reuters-25701,Ipsos/Reuters,2016-09-02,2016-09-22,NA,Likely Voters,506,NA,Internet,Nonpartisan,None,NA,NA
louisiana,2016,49,33,8,11,southern-media-opinion-research-25605,Southern Media/Opinion Research,2016-09-15,2016-09-17,NA,Likely Voters,500,4.4,Live Phone,Nonpartisan,None,NA,NA
louisiana,2016,46,40,8,6,anzalone-d-democrats-for-education-reform--25438,Anzalone (D-Democrats For Education Reform),2016-08-29,2016-09-01,"If this year's election for President were held today, for whom would you vote-- Hillary Clinton, a Democrat, or Donald Trump, a Republican?",Likely Voters,605,4,Live Phone,Sponsor,Dem,NA,NA
louisiana,2016,53,38,NA,8,washpost-surveymonkey-25369,WashPost/SurveyMonkey,2016-08-09,2016-09-01,NA,Registered Voters,871,NA,Internet,Nonpartisan,None,NA,NA
louisiana,2016,52,36,4,8,jmc-analytics-r--24470,JMC Analytics (R),2016-05-05,2016-05-06,NA,Likely Voters,624,3.9,Automated Phone,Pollster,Rep,NA,NA
louisiana,2016,47,39,NA,NA,clarus-wwl-tv-the-advocate-22846,Clarus/WWL-TV/The Advocate,2015-09-20,2015-09-23,NA,Likely Voters,800,3.46,Live Phone,Nonpartisan,None,NA,NA
maine,2016,38,46,5,2,surveymonkey-26807,SurveyMonkey,2016-11-01,2016-11-07,NA,Likely Voters,779,NA,Internet,Nonpartisan,None,10,NA
maine,2016,41,54,5,NA,upi-cvoter-26793,UPI/CVOTER,2016-10-30,2016-11-06,NA,Likely Voters,308,NA,Internet,Nonpartisan,None,NA,NA
maine,2016,35,42,NA,23,ipsos-reuters-26806,Ipsos/Reuters,2016-10-17,2016-11-06,NA,Likely Voters,304,NA,Internet,Nonpartisan,None,NA,NA
maine,2016,37,49,4,4,surveymonkey-26596,SurveyMonkey,2016-10-25,2016-10-31,NA,Likely Voters,432,NA,Internet,Nonpartisan,None,6,NA
maine,2016,43,54,3,NA,upi-cvoter-26592,UPI/CVOTER,2016-10-23,2016-10-29,NA,Likely Voters,312,NA,Internet,Nonpartisan,None,NA,NA
maine,2016,40,47,NA,13,mprc-26601,MPRC,2016-10-24,2016-10-26,"If the election for President were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",Likely Voters,812,3.4,IVR/Online,Nonpartisan,None,NA,NA
maine,2016,37,48,6,3,unh-portland-press-herald-maine-sunday-telegram-26553,UNH/Portland Press Herald/Maine Sunday Telegram,2016-10-20,2016-10-25,NA,Likely Voters,646,NA,Live Phone,Nonpartisan,None,5,NA
maine,2016,35,51,4,3,surveymonkey-26441,SurveyMonkey,2016-10-18,2016-10-24,NA,Likely Voters,370,NA,Internet,Nonpartisan,None,6,NA
maine,2016,42,55,3,NA,upi-cvoter-26306,UPI/CVOTER,2016-10-09,2016-10-16,NA,Likely Voters,313,NA,Internet,Nonpartisan,None,NA,NA
maine,2016,39,49,NA,12,mprc-26350,MPRC,2016-10-14,2016-10-15,"If the election for President were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",Likely Voters,890,3.3,IVR/Online,Nonpartisan,None,NA,NA
maine,2016,35,48,NA,17,ipsos-reuters-26344,Ipsos/Reuters,2016-09-23,2016-10-13,NA,Likely Voters,281,NA,Internet,Nonpartisan,None,NA,NA
maine,2016,40,49,NA,11,mprc-26145,MPRC,2016-10-07,2016-10-09,"If the election for President were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",Likely Voters,892,3.3,IVR/Online,Nonpartisan,None,NA,NA
maine,2016,43,54,3,NA,upi-cvoter-25916,UPI/CVOTER,2016-09-19,2016-10-02,NA,Likely Voters,462,NA,Internet,Nonpartisan,None,NA,NA
maine,2016,38,40,NA,22,ipsos-reuters-25704,Ipsos/Reuters,2016-09-02,2016-09-22,NA,Likely Voters,306,NA,Internet,Nonpartisan,None,NA,NA
maine,2016,37,42,15,5,unh-portland-press-herald-maine-sunday-telegram-25648,UNH/Portland Press Herald/Maine Sunday Telegram,2016-09-15,2016-09-21,NA,Likely Voters,513,4.3,Live Phone,Nonpartisan,None,NA,NA
maine,2016,40,45,NA,15,mprc-25578,MPRC,2016-09-15,2016-09-17,"If the election for President were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",Likely Voters,835,3.4,IVR/Online,Nonpartisan,None,NA,NA
maine,2016,39,42,5,5,surveyusa-boston-globe-colby-college-25483,SurveyUSA/Boston Globe/Colby College,2016-09-04,2016-09-10,NA,Likely Voters,779,3.6,IVR/Online,Nonpartisan,None,9,NA
maine,2016,39,47,NA,14,washpost-surveymonkey-25370,WashPost/SurveyMonkey,2016-08-09,2016-09-01,NA,Registered Voters,715,NA,Internet,Nonpartisan,None,NA,NA
maine,2016,32,42,4,13,mprc-25482,MPRC,2016-08-17,2016-08-20,"If the election for President were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Green Jill Stein and Libertarian Gary Johnson, for whom would you vote?",Likely Voters,841,3.4,IVR/Online,Nonpartisan,None,10,NA
maine,2016,36,46,17,NA,gravis-marketing-25132,Gravis Marketing,2016-08-04,2016-08-08,"If you had to vote today in a matchup between Hillary Clinton and Donald Trump, who would you vote for?",Registered Voters,2046,2.2,IVR/Online,Nonpartisan,None,NA,NA
maine,2016,35,42,19,4,unh-portland-press-herald-maine-sunday-telegram-24771,UNH/Portland Press Herald/Maine Sunday Telegram,2016-06-15,2016-06-21,NA,Likely Voters,469,4.5,Live Phone,Nonpartisan,None,NA,NA
maryland,2016,28,59,10,2,surveymonkey-26807,SurveyMonkey,2016-11-01,2016-11-07,NA,Likely Voters,1216,NA,Internet,Nonpartisan,None,NA,NA
maryland,2016,38,56,6,NA,upi-cvoter-26793,UPI/CVOTER,2016-10-30,2016-11-06,NA,Likely Voters,329,NA,Internet,Nonpartisan,None,NA,NA
maryland,2016,34,56,NA,10,ipsos-reuters-26806,Ipsos/Reuters,2016-10-17,2016-11-06,NA,Likely Voters,720,NA,Internet,Nonpartisan,None,NA,NA
maryland,2016,27,63,8,2,surveymonkey-26596,SurveyMonkey,2016-10-25,2016-10-31,NA,Likely Voters,740,NA,Internet,Nonpartisan,None,NA,NA
maryland,2016,38,58,4,NA,upi-cvoter-26592,UPI/CVOTER,2016-10-23,2016-10-29,NA,Likely Voters,330,NA,Internet,Nonpartisan,None,NA,NA
maryland,2016,27,61,9,2,surveymonkey-26441,SurveyMonkey,2016-10-18,2016-10-24,NA,Likely Voters,915,NA,Internet,Nonpartisan,None,NA,NA
maryland,2016,37,59,4,NA,upi-cvoter-26307,UPI/CVOTER,2016-10-09,2016-10-16,NA,Likely Voters,325,NA,Internet,Nonpartisan,None,NA,NA
maryland,2016,32,54,NA,14,ipsos-reuters-26344,Ipsos/Reuters,2016-09-23,2016-10-13,NA,Likely Voters,686,NA,Internet,Nonpartisan,None,NA,NA
maryland,2016,39,58,4,NA,upi-cvoter-25917,UPI/CVOTER,2016-09-19,2016-10-02,NA,Likely Voters,527,NA,Internet,Nonpartisan,None,NA,NA
maryland,2016,27,63,6,2,washington-post-university-of-maryland-25976,Washington Post/University of Maryland,2016-09-27,2016-09-30,NA,Likely Voters,706,4,Live Phone,Nonpartisan,None,NA,NA
maryland,2016,34,50,NA,16,ipsos-reuters-25705,Ipsos/Reuters,2016-09-02,2016-09-22,NA,Likely Voters,628,NA,Internet,Nonpartisan,None,NA,NA
maryland,2016,25,58,8,9,goucher-college-sarah-t-hughes-field-politics-center-25625,Goucher College/Sarah T. Hughes Field Politics Center,2016-09-17,2016-09-20,"Next, if the election for President of the United States was held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson, or Jill Stein of the Green Party?",Likely Voters,514,4.3,Live Phone,Nonpartisan,None,NA,NA
maryland,2016,31,61,NA,8,washpost-surveymonkey-25371,WashPost/SurveyMonkey,2016-08-09,2016-09-01,NA,Registered Voters,1199,NA,Internet,Nonpartisan,None,NA,NA
maryland,2016,25,54,10,12,baltimore-sun-university-of-baltimore-opinionworks-25400,Baltimore Sun/University of Baltimore/OpinionWorks,2016-08-18,2016-08-30,NA,Likely Voters,756,3.5,Live Phone,Nonpartisan,None,NA,NA
maryland,2016,28,61,NA,11,ppp-d--24314,PPP (D),2016-04-15,2016-04-17,NA,Likely Voters,879,3.3,IVR/Online,Pollster,Dem,NA,NA
maryland,2016,27,63,NA,10,nbc4-marist-24262,NBC4/Marist,2016-04-05,2016-04-09,NA,Registered Voters,2563,1.9,Live Phone,Nonpartisan,None,NA,NA
maryland,2016,28,63,5,4,washington-post-university-of-maryland-24223,Washington Post/University of Maryland,2016-03-30,2016-04-03,NA,Registered Voters,NA,NA,Live Phone,Nonpartisan,None,NA,NA
massachusetts,2016,30,56,4,4,surveymonkey-26807,SurveyMonkey,2016-11-01,2016-11-07,NA,Likely Voters,1378,NA,Internet,Nonpartisan,None,6,NA
massachusetts,2016,37,59,4,NA,upi-cvoter-26793,UPI/CVOTER,2016-10-30,2016-11-06,NA,Likely Voters,330,NA,Internet,Nonpartisan,None,NA,NA
massachusetts,2016,36,53,NA,11,ipsos-reuters-26806,Ipsos/Reuters,2016-10-17,2016-11-06,NA,Likely Voters,512,NA,Internet,Nonpartisan,None,NA,NA
massachusetts,2016,26,56,3,7,wneu-26699,WNEU,2016-10-23,2016-11-02,"If the election for President were held today, and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johnson, the Libertarian, and Jill Stein, the Green-Rainbow Party candidate, would you vote for Hillary Clinton, Donald Trump, Gary Johnson, Jill Stein, or some other candidate for President?",Likely Voters,417,5,Live Phone,Nonpartisan,None,8,NA
massachusetts,2016,29,58,4,2,surveymonkey-26596,SurveyMonkey,2016-10-25,2016-10-31,NA,Likely Voters,796,NA,Internet,Nonpartisan,None,7,NA
massachusetts,2016,39,58,3,NA,upi-cvoter-26592,UPI/CVOTER,2016-10-23,2016-10-29,NA,Likely Voters,325,NA,Internet,Nonpartisan,None,NA,NA
massachusetts,2016,25,57,3,12,suffolk-boston-globe-26505,Suffolk/Boston Globe,2016-10-24,2016-10-26,"On Tuesday, November 8th, the election for president will take place. The Massachusetts ballot lists four candidates for president in the following order: Democrat Hillary Clinton, Libertarian Gary Johnson, Green-Rainbow nominee Jill Stein, and Republican Donald Trump. At this point, who will you vote for or lean toward?",Likely Voters,500,4.4,Live Phone,Nonpartisan,None,4,NA
massachusetts,2016,28,61,3,2,surveymonkey-26441,SurveyMonkey,2016-10-18,2016-10-24,NA,Likely Voters,675,NA,Internet,Nonpartisan,None,6,NA
massachusetts,2016,28,54,5,6,massinc-wbur-26223,MassINC/WBUR,2016-10-13,2016-10-16,NA,Likely Voters,502,4.4,Live Phone,Nonpartisan,None,7,NA
massachusetts,2016,39,58,3,NA,upi-cvoter-26308,UPI/CVOTER,2016-10-09,2016-10-16,NA,Likely Voters,329,NA,Internet,Nonpartisan,None,NA,NA
massachusetts,2016,30,49,NA,21,ipsos-reuters-26114,Ipsos/Reuters,2016-09-16,2016-10-06,NA,Likely Voters,904,NA,Internet,Nonpartisan,None,NA,NA
massachusetts,2016,26,58,4,5,wneu-25988,WNEU,2016-09-24,2016-10-03,"If the election for President were held today, and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johnson, the Libertarian, and Jill Stein, the Green-Rainbow Party candidate, would you vote for Hillary Clinton, Donald Trump, Gary Johnson, Jill Stein, or some other candidate for President?",Likely Voters,403,5,Live Phone,Nonpartisan,None,7,NA
massachusetts,2016,41,56,3,NA,upi-cvoter-25918,UPI/CVOTER,2016-09-19,2016-10-02,NA,Likely Voters,507,NA,Internet,Nonpartisan,None,NA,NA
massachusetts,2016,34,47,6,5,umass-amherst-wbz-tv-yougov-25722,UMass Amherst/WBZ-TV/YouGov,2016-09-15,2016-09-20,"If the presidential election were being held today, which candidate would you vote for?",Likely Voters,700,4.3,Internet,Nonpartisan,None,9,NA
massachusetts,2016,31,53,NA,16,ipsos-reuters-25554,Ipsos/Reuters,2016-08-26,2016-09-15,NA,Likely Voters,691,NA,Internet,Nonpartisan,None,NA,NA
massachusetts,2016,28,54,7,3,massinc-wbur-25478,MassINC/WBUR,2016-09-07,2016-09-10,NA,Likely Voters,506,4.4,Live Phone,Nonpartisan,None,9,NA
massachusetts,2016,33,56,NA,12,washpost-surveymonkey-25372,WashPost/SurveyMonkey,2016-08-09,2016-09-01,NA,Registered Voters,1167,NA,Internet,Nonpartisan,None,NA,NA
massachusetts,2016,31,55,NA,14,suffolk-boston-globe-24461,Suffolk/Boston Globe,2016-05-02,2016-05-05,NA,Likely Voters,500,4.4,Live Phone,Nonpartisan,None,NA,NA
massachusetts,2016,26,62,NA,12,wneu-24252,WNEU,2016-04-01,2016-04-10,NA,Registered Voters,497,4,Live Phone,Nonpartisan,None,NA,NA
michigan,2016,42,44,3,2,surveymonkey-26807,SurveyMonkey,2016-11-01,2016-11-07,NA,Likely Voters,3145,NA,Internet,Nonpartisan,None,8,NA
michigan,2016,45,49,6,NA,upi-cvoter-26793,UPI/CVOTER,2016-10-30,2016-11-06,NA,Likely Voters,334,NA,Internet,Nonpartisan,None,NA,NA
michigan,2016,45,46,NA,9,ipsos-reuters-26806,Ipsos/Reuters,2016-10-17,2016-11-06,NA,Likely Voters,609,NA,Internet,Nonpartisan,None,NA,NA
michigan,2016,41,46,2,6,ppp-d--26722,PPP (D),2016-11-03,2016-11-04,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",Likely Voters,957,3.2,IVR/Online,Pollster,Dem,6,NA
michigan,2016,42,43,5,3,surveymonkey-26596,SurveyMonkey,2016-10-25,2016-10-31,NA,Likely Voters,1649,NA,Internet,Nonpartisan,None,8,NA
michigan,2016,32,52,6,10,michigan-state-university-26626,Michigan State University,2016-09-01,2016-10-30,"Which candidate do you most support for the presidency? Hillary Clinton or Donald Trump (random order)?  If you absolutely had to decide today, who are you most leaning toward? Hillary Clinton or Donald Trump (random order)?",Likely Voters,746,3.6,Live Phone,Nonpartisan,None,NA,NA
michigan,2016,46,51,4,NA,upi-cvoter-26592,UPI/CVOTER,2016-10-23,2016-10-29,NA,Likely Voters,337,NA,Internet,Nonpartisan,None,NA,NA
michigan,2016,37,45,1,15,epic-mra-detroit-free-press-wxyz-tv--26500,EPIC-MRA/Detroit Free Press/WXYZ-TV,2016-10-22,2016-10-24,NA,Likely Voters,600,4,Live Phone,Nonpartisan,None,2,NA
michigan,2016,40,44,4,4,surveymonkey-26441,SurveyMonkey,2016-10-18,2016-10-24,NA,Likely Voters,1663,NA,Internet,Nonpartisan,None,9,NA
michigan,2016,36,41,8,12,marketing-resource-group-r--26365,Marketing Resource Group (R),2016-10-16,2016-10-19,NA,Likely Voters,600,4,Live Phone,Pollster,Rep,3,NA
michigan,2016,44,52,4,NA,upi-cvoter-26309,UPI/CVOTER,2016-10-09,2016-10-16,NA,Likely Voters,327,NA,Internet,Nonpartisan,None,NA,NA
michigan,2016,42,51,NA,8,washpost-surveymonkey-26246,WashPost/SurveyMonkey,2016-10-08,2016-10-16,NA,Likely Voters,1331,NA,Internet,Nonpartisan,None,NA,NA
michigan,2016,37,44,NA,19,ipsos-reuters-26344,Ipsos/Reuters,2016-09-23,2016-10-13,NA,Likely Voters,2192,NA,Internet,Nonpartisan,None,NA,NA
michigan,2016,33,47,5,14,glengariff-detroit-news-wdiv-26197,Glengariff/Detroit News/WDIV,2016-10-10,2016-10-11,"If the election for President of the United States were held today and Hillary Clinton was the Democratic candidate and Donald Trump was the Republican candidate, who would you vote for to be President of the United States?",Likely Voters,600,4,Live Phone,Nonpartisan,None,NA,NA
michigan,2016,36,46,0,16,epic-mra-detroit-free-press-wxyz-tv--25984,EPIC-MRA/Detroit Free Press/WXYZ-TV,2016-10-01,2016-10-03,NA,Likely Voters,600,4.4,Live Phone,Nonpartisan,None,2,NA
michigan,2016,46,50,4,NA,upi-cvoter-25919,UPI/CVOTER,2016-09-19,2016-10-02,NA,Likely Voters,554,NA,Internet,Nonpartisan,None,NA,NA
michigan,2016,39,46,4,11,glengariff-detroit-news-wdiv-25813,Glengariff/Detroit News/WDIV,2016-09-27,2016-09-28,"If the election for President of the United States were held today and Hillary Clinton was the Democratic candidate and Donald Trump was the Republican candidate, who would you vote for to be President of the United States?",Likely Voters,600,4,Live Phone,Nonpartisan,None,NA,NA
michigan,2016,42,43,NA,15,ipsos-reuters-25709,Ipsos/Reuters,2016-09-02,2016-09-22,NA,Likely Voters,957,NA,Internet,Nonpartisan,None,NA,NA
michigan,2016,38,42,0,17,epic-mra-detroit-free-press-wxyz-tv--25508,EPIC-MRA/Detroit Free Press/WXYZ-TV,2016-09-10,2016-09-13,NA,Likely Voters,600,4,Live Phone,Nonpartisan,None,3,NA
michigan,2016,44,46,NA,10,washpost-surveymonkey-25350,WashPost/SurveyMonkey,2016-08-09,2016-09-01,NA,Registered Voters,2428,NA,Internet,Nonpartisan,None,NA,NA
